no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets_value,loan_status
3, Not Graduate, Yes,13.815511557963774,14.978661680269907,14,6.673297967767654,15.717618233614914,1
5, Not Graduate, No,15.671808704579888,16.920097281273396,12,6.655440350367647,17.491811255187805,1
5, Graduate, Yes,16.012735246411598,16.83104550783405,6,6.113682179832232,17.800784043719375,0
0, Not Graduate, No,13.910821646859095,15.226497775576945,18,6.78897174299217,15.53827733427679,1
4, Graduate, Yes,16.066802461833923,16.97251102166758,14,5.942799375126701,17.9426449591384,0
0, Not Graduate, Yes,15.882373444019521,17.085079535170806,8,6.502790045915623,17.599700214609808,1
1, Graduate, Yes,15.573368647930426,16.630919337267223,12,6.582025138892826,17.385043282614657,1
5, Graduate, Yes,15.894952224644102,17.147715103853763,10,6.1092475827643655,17.536373082144337,0
1, Graduate, No,15.86963441986494,16.71142255148467,2,6.569481420414296,17.73748391404757,1
3, Not Graduate, Yes,14.80876270134486,16.176364653421913,8,6.734591659972948,16.48273883399067,1
4, Not Graduate, Yes,12.611541086966115,13.815511557963774,20,6.486160788944089,14.285514812209815,1
3, Not Graduate, Yes,15.931766193248746,16.855259764781927,4,6.423246963533519,17.3180604640072,1
5, Not Graduate, Yes,15.856731016694035,16.75467253293992,16,6.315358001522335,17.770593072009955,1
1, Graduate, No,15.123843647884687,16.42558042423569,16,6.411818267709897,16.749367480991666,1
3, Graduate, No,13.304686600863562,14.557448378884015,16,6.794586580876499,15.201805169084134,1
3, Graduate, No,14.80876270134486,15.86963441986494,14,6.769641976852503,16.733281344102608,1
4, Graduate, No,16.04552506565036,17.39624788131366,18,6.135564891081739,17.91152041614437,0
1, Graduate, No,15.90737474309945,17.20328495307807,4,6.511745329644728,17.499377495380294,1
5, Graduate, Yes,15.816990693309524,16.65458907995242,2,6.091309882077698,17.68044197682293,0
0, Not Graduate, Yes,15.623799493077952,16.58182973008354,18,6.124683390894205,17.759032249831638,0
2, Not Graduate, Yes,15.789591722875162,16.90199724044883,12,6.46302945692067,17.21001898503268,1
1, Graduate, Yes,15.978833698567334,17.27182727039325,12,6.26530121273771,17.811874730208523,0
2, Graduate, Yes,15.816990693309524,17.122397296785223,18,6.331501849893691,17.721515511187583,1
0, Graduate, Yes,13.815511557963774,15.150511887854474,8,6.317164686747284,15.747032114495013,1
2, Not Graduate, Yes,15.978833698567334,17.1618997383427,12,6.78105762593618,17.330036654695338,1
5, Not Graduate, Yes,13.910821646859095,15.176487367510099,4,6.79346613258001,15.53827733427679,1
3, Graduate, Yes,16.001561947061912,16.775615705688583,12,6.643789733147672,17.6571111205551,1
2, Not Graduate, No,14.88022163978423,15.803385043104912,2,6.655440350367647,16.959662879739987,1
2, Graduate, Yes,15.38412668421143,16.395727463314174,20,5.739792912179234,17.32705602664604,0
4, Graduate, Yes,15.623799493077952,16.892822864593636,6,6.7580945044277305,17.356469910987094,1
4, Graduate, Yes,15.38412668421143,16.108045416114916,14,6.659293919683638,17.399029524198163,1
0, Not Graduate, Yes,13.997832948091215,14.978661680269907,2,6.520621127558696,15.732433317205148,1
2, Graduate, No,15.76142084987672,16.801192546169812,10,6.335054251498059,17.60197036309281,1
3, Not Graduate, No,15.86963441986494,16.68907525404123,6,6.0014148779611505,17.747336210296442,0
1, Not Graduate, Yes,14.557448378884015,15.404745967162468,10,6.61338421837956,15.967272877502799,1
2, Not Graduate, Yes,14.285514812209815,15.274125813221904,20,6.240275845170769,16.372737946851277,0
0, Graduate, No,15.64006001130563,16.816230422780546,20,5.846438775057725,17.418287340272755,0
2, Graduate, No,14.88022163978423,16.166885910365842,20,6.5638555265321274,16.636889503897294,1
4, Graduate, Yes,14.603968372873895,15.444751293772967,6,5.733341276897746,16.5563506464056,0
3, Not Graduate, Yes,14.978661680269907,15.789591722875162,6,6.591673732008658,16.780783675579947,1
5, Not Graduate, No,15.483217567201578,16.496532155171714,16,6.752270376141742,17.010093731247036,1
5, Graduate, No,15.096444681204078,16.266515742283485,14,6.304448802421981,17.05810294851229,0
4, Graduate, No,13.304686600863562,14.403297778421795,6,6.747586526829315,15.226497775576945,1
5, Graduate, No,13.910821646859095,15.150511887854474,18,6.2324480165505225,15.46416937585933,0
4, Graduate, No,15.46416937585933,16.46168542627038,16,6.182084906716632,17.356469910987094,0
5, Not Graduate, Yes,16.034714150714915,16.97675731236872,12,6.48768401848461,17.8026410544321,1
5, Graduate, Yes,13.45883704259595,14.077875591662238,20,6.558197802812269,15.29711532616119,1
5, Graduate, Yes,16.012735246411598,16.811242881518265,2,6.089044875446846,17.80819148486006,0
3, Not Graduate, Yes,15.53827733427679,16.855259764781927,14,6.476972362889683,17.39624788131366,1
3, Not Graduate, Yes,13.910821646859095,14.946912992035967,16,5.877735781779639,15.607270193858982,0
0, Not Graduate, Yes,13.815511557963774,15.201805169084134,10,6.431331081933479,15.955576839107596,1
2, Not Graduate, Yes,15.607270193858982,16.380459992348886,12,6.137727054086234,17.02635425145779,0
4, Not Graduate, Yes,14.151983508870947,15.274125813221904,16,6.104793232414985,16.22245575637265,0
5, Not Graduate, No,15.424948670398354,16.231424425551033,8,6.553933404025811,17.154832571369333,1
3, Not Graduate, No,15.46416937585933,16.666217117271472,10,5.996452088619021,16.955343218782065,0
3, Not Graduate, Yes,15.319588176962746,16.700311326676903,6,6.669498089857879,17.278116599103036,1
4, Graduate, Yes,15.176487367510099,16.475770165160203,20,6.169610732491456,16.68340951682656,0
2, Not Graduate, Yes,15.176487367510099,16.04552506565036,8,6.3835066348840055,17.0926553286923,1
5, Graduate, Yes,16.001561947061912,17.175885979828397,6,6.650279048587422,17.68462608325797,1
4, Not Graduate, No,15.226497775576945,16.41820031748273,18,6.19644412779452,17.103912482794517,0
2, Graduate, No,15.341567078850604,16.51013780630191,6,6.018593214496234,17.543610749269952,0
0, Not Graduate, No,15.919644834185693,16.855259764781927,14,6.642486801367256,17.669904471742225,1
1, Not Graduate, No,16.02378508137718,16.993564429978885,20,5.869296913133774,18.08240689940977,0
4, Graduate, Yes,16.066802461833923,17.274976879196945,6,6.253828811575473,17.682536218382186,0
4, Not Graduate, Yes,15.990262393084793,16.915602891887552,10,6.240275845170769,17.778226696719344,0
5, Not Graduate, Yes,14.88022163978423,15.830413711839864,12,6.520621127558696,16.860033043306743,1
1, Graduate, No,14.45736497045232,15.607270193858982,20,6.293419278846481,15.90737474309945,0
1, Graduate, Yes,16.08763654656639,17.05418904934434,18,6.60934924316738,18.032072767659887,1
0, Graduate, Yes,15.747032114495013,16.73867219244687,10,5.802118375377063,17.725531580761828,0
0, Not Graduate, No,14.845130332288226,16.108045416114916,8,6.610696044717759,16.496532155171714,1
0, Graduate, No,14.151983508870947,14.80876270134486,2,6.530877627725885,16.204273438942487,1
5, Graduate, Yes,15.150511887854474,16.48273883399067,2,5.846438775057725,16.897420573630875,1
0, Graduate, Yes,15.702580358511794,16.86951178681205,18,5.934894195619588,17.36799741582595,0
4, Not Graduate, No,14.80876270134486,16.185754392890075,6,6.754604099487962,16.933460508490302,1
4, Not Graduate, No,15.068273812173887,16.066802461833923,2,6.486160788944089,17.182806422433504,1
2, Not Graduate, Yes,15.150511887854474,16.341239282272525,14,6.736966958001855,17.226658303482896,1
1, Not Graduate, No,15.90737474309945,16.90199724044883,6,6.785587645007929,17.81554445903015,1
2, Graduate, Yes,14.603968372873895,15.444751293772967,20,6.756932389247553,16.489659276356317,1
3, Not Graduate, No,15.068273812173887,16.432906463791053,4,6.0867747269123065,17.050259771358842,1
5, Graduate, Yes,16.066802461833923,16.892822864593636,16,5.730099782973574,18.04088339721266,0
2, Not Graduate, Yes,15.882373444019521,16.59432989206649,18,5.765191102784844,17.89980480116789,0
0, Not Graduate, Yes,15.978833698567334,16.74403413530075,10,5.849324779946859,17.550796408758714,0
3, Graduate, Yes,16.097893045681612,17.38222240635259,6,6.76849321164863,17.972829934997215,1
5, Not Graduate, Yes,15.990262393084793,16.955343218782065,16,6.2766434893416445,17.795192230557824,0
1, Not Graduate, Yes,15.816990693309524,16.660419999923214,8,6.802394763324311,17.661393782255395,1
4, Graduate, Yes,15.573368647930426,16.575520561288332,14,6.270988431858299,17.41282284594998,0
1, Not Graduate, No,14.285514812209815,15.444751293772967,12,6.3080984415095305,16.04552506565036,0
5, Not Graduate, No,15.775605482856605,16.796129244469636,8,6.220590170099739,17.6867115897055,0
3, Not Graduate, Yes,16.108045416114916,16.83104550783405,4,6.763884908562435,18.187486869410918,1
3, Graduate, Yes,16.08763654656639,17.399029524198163,6,6.448889394146858,17.622173069956816,1
2, Graduate, No,15.341567078850604,16.677711496036597,20,6.393590753950631,17.390661274761072,1
5, Graduate, Yes,14.151983508870947,14.80876270134486,16,5.771441123130016,15.90737474309945,0
1, Not Graduate, No,15.607270193858982,16.811242881518265,12,6.45833828334479,17.592858682949114,1
4, Graduate, Yes,15.53827733427679,16.61887099947687,20,6.541029999189903,17.68044197682293,1
0, Not Graduate, Yes,16.077273760604726,16.98519618065851,12,6.670766320845874,17.839074956014414,1
3, Graduate, Yes,14.077875591662238,15.38412668421143,14,6.695798917058491,16.275099485238066,1
0, Not Graduate, No,15.656060350091908,16.791040175221152,6,6.054439346269371,17.6332229058992,0
3, Graduate, Yes,16.02378508137718,16.749367480991666,20,5.733341276897746,17.72753358339242,0
1, Not Graduate, No,15.990262393084793,16.677711496036597,20,6.725033642166843,17.421008430313073,1
3, Graduate, Yes,13.45883704259595,14.603968372873895,8,6.42648845745769,15.483217567201578,1
3, Not Graduate, No,13.45883704259595,14.731801689838349,14,6.709304340258298,15.53827733427679,1
2, Not Graduate, No,15.76142084987672,16.924571561468124,6,6.476972362889683,17.70324089131518,1
1, Not Graduate, Yes,15.424948670398354,16.642824239064897,12,6.249975242259483,17.018257041552996,0
1, Graduate, Yes,15.671808704579888,16.612791953770035,20,6.320768294250582,17.399029524198163,1
4, Graduate, No,14.285514812209815,15.520258832020865,10,6.359573868672378,15.775605482856605,1
0, Not Graduate, Yes,14.731801689838349,15.717618233614914,16,6.345636360828596,16.54987813231892,1
5, Not Graduate, No,15.64006001130563,16.612791953770035,6,5.8888779583328805,17.421008430313073,0
3, Not Graduate, Yes,15.573368647930426,16.46168542627038,12,6.6052979209482015,17.50188690692275,1
5, Graduate, Yes,15.894952224644102,17.21001898503268,18,6.7661917146603505,17.971263763989,1
4, Graduate, No,15.123843647884687,16.325109901643454,6,5.8998973535824915,17.154832571369333,0
1, Not Graduate, Yes,15.843658936835498,17.073607134447293,6,5.953243334287785,17.27182727039325,0
2, Graduate, Yes,14.690979711984754,15.830413711839864,4,6.747586526829315,16.283610174181653,1
1, Not Graduate, Yes,15.943742382861155,17.24626677423043,8,5.937536205082426,17.851519560841254,0
2, Graduate, No,15.573368647930426,16.892822864593636,8,5.872117789475416,17.335971390039045,0
1, Graduate, Yes,15.424948670398354,16.341239282272525,20,6.405228458030842,16.98519618065851,1
1, Graduate, No,14.557448378884015,15.250595321348806,12,5.940171252720432,16.54987813231892,0
0, Graduate, Yes,14.88022163978423,16.08763654656639,2,6.710523109452428,16.87421767762801,1
5, Not Graduate, Yes,15.843658936835498,16.951004817371683,10,6.721425700790643,17.379393550232137,1
0, Graduate, Yes,14.88022163978423,15.789591722875162,16,5.808142489980444,16.835935492889124,0
1, Not Graduate, Yes,16.097893045681612,17.399029524198163,12,6.4457198193855785,18.1073389383999,1
5, Graduate, No,16.056220353623207,17.421008430313073,10,6.234410725718371,17.855046901297012,0
1, Graduate, Yes,15.607270193858982,16.963963961454382,12,6.511745329644728,17.486735102284783,1
3, Not Graduate, Yes,15.404745967162468,16.677711496036597,20,6.714170529909472,17.514340367683854,1
4, Not Graduate, Yes,13.304686600863562,14.557448378884015,6,6.326149473155099,15.38412668421143,1
4, Not Graduate, No,15.702580358511794,16.67198082165602,20,6.2285110035911835,17.63760887774627,0
0, Graduate, No,15.226497775576945,16.185754392890075,8,6.752270376141742,17.0926553286923,1
1, Graduate, No,14.946912992035967,15.816990693309524,18,6.1903154058531475,16.963963961454382,0
5, Graduate, No,15.250595321348806,16.034714150714915,12,6.769641976852503,16.97675731236872,1
3, Graduate, No,15.86963441986494,17.172407715573055,4,6.104793232414985,17.68879275586601,1
0, Graduate, Yes,15.830413711839864,16.636889503897294,16,6.20050917404269,17.955465647361994,0
2, Graduate, Yes,13.710151153416941,14.648420115681892,20,5.908082938168931,15.59046307836746,0
0, Not Graduate, Yes,15.555976908243359,16.780783675579947,8,6.300785794663244,17.410079360079497,0
3, Graduate, Yes,15.856731016694035,16.897420573630875,18,6.529418838262226,16.897420573630875,1
5, Graduate, Yes,14.220976332738882,15.404745967162468,6,6.428105272684596,15.955576839107596,1
0, Not Graduate, Yes,15.931766193248746,16.677711496036597,20,6.467698726104354,17.86903314302723,1
0, Not Graduate, Yes,14.508658238524095,15.59046307836746,12,6.803505257608338,16.60667572712668,1
3, Not Graduate, Yes,15.943742382861155,17.11134746100564,8,6.616065185132817,17.95705673756892,1
4, Graduate, Yes,15.687312888712007,17.062001588775953,18,5.7430031878094825,17.57204868391651,0
5, Not Graduate, No,16.02378508137718,17.140546614632086,16,6.306275286948016,18.066858883241053,0
0, Not Graduate, Yes,12.206077645517674,13.45883704259595,20,6.586171654854675,14.151983508870947,1
2, Not Graduate, No,16.108045416114916,17.26866771020271,16,6.794586580876499,18.002130411493113,1
5, Not Graduate, No,14.77102238760702,15.919644834185693,4,6.745236349484363,16.860033043306743,1
2, Graduate, No,15.319588176962746,16.660419999923214,18,6.008813185442595,17.129696599000436,0
4, Graduate, Yes,14.690979711984754,15.775605482856605,16,6.77078942390898,16.775615705688583,1
3, Not Graduate, No,14.285514812209815,15.64006001130563,18,6.456769655572163,16.195056784687036,1
5, Not Graduate, No,15.732433317205148,16.811242881518265,4,6.131226489483141,17.67413280776235,0
1, Not Graduate, Yes,13.815511557963774,14.978661680269907,2,6.566672429803241,15.319588176962746,1
3, Graduate, No,15.931766193248746,17.233237274364523,10,6.161207321695077,17.872499350943645,0
3, Graduate, Yes,15.717618233614914,16.612791953770035,2,6.2324480165505225,17.723525562075203,0
5, Not Graduate, Yes,15.803385043104912,16.929025911619092,2,6.741700694652055,17.516812556768127,1
2, Not Graduate, Yes,15.76142084987672,16.87890152672105,12,6.295266001439646,17.353567151413394,0
3, Not Graduate, No,15.483217567201578,16.8261314932731,4,6.771935555839602,17.442514634955867,1
3, Not Graduate, Yes,15.943742382861155,16.835935492889124,12,6.680854678790215,17.945865573786577,1
3, Not Graduate, No,16.02378508137718,17.05810294851229,12,6.535241271013659,17.977513784236514,1
0, Not Graduate, Yes,16.056220353623207,17.3477362312726,10,6.240275845170769,18.029118555806093,0
3, Graduate, Yes,16.034714150714915,17.32705602664604,8,6.336825731146441,18.161910027948373,1
2, Not Graduate, Yes,14.346139397261565,15.068273812173887,20,6.542471960506805,16.128046080821385,1
4, Graduate, Yes,15.919644834185693,17.1654146803266,2,5.937536205082426,17.839074956014414,1
3, Not Graduate, Yes,14.731801689838349,16.097893045681612,16,6.052089168924417,16.52356082573315,0
2, Not Graduate, No,15.747032114495013,16.61887099947687,16,6.666956792429207,17.891351665599743,1
2, Graduate, No,15.29711532616119,16.097893045681612,18,6.569481420414296,16.85046359274847,1
0, Not Graduate, Yes,16.056220353623207,17.385043282614657,16,6.385194398997726,17.865554878711396,1
2, Graduate, No,15.882373444019521,16.733281344102608,18,6.590301048196686,17.89811988083136,1
5, Graduate, Yes,15.555976908243359,16.36495580701484,14,6.192362489474872,17.3210679849807,0
5, Graduate, No,15.29711532616119,16.575520561288332,4,6.553933404025811,17.26866771020271,1
0, Graduate, No,15.250595321348806,16.213405921671733,20,6.706862336602747,17.10763688174679,1
0, Not Graduate, Yes,14.45736497045232,15.671808704579888,20,6.558197802812269,16.257857680289998,1
5, Graduate, No,15.687312888712007,16.588099342704055,14,6.09807428216624,17.50439003707821,0
2, Graduate, Yes,16.108045416114916,17.434503911423697,8,5.955837369464831,17.579033578275833,0
2, Graduate, No,15.856731016694035,16.54987813231892,18,6.263398262591624,17.63541829641444,0
4, Graduate, No,15.068273812173887,16.266515742283485,10,5.817111159963204,16.997722439954657,0
4, Graduate, No,15.444751293772967,16.316946591670696,14,6.238324625039508,17.229953199271186,0
3, Not Graduate, No,12.611541086966115,13.304686600863562,6,6.799055862058796,14.346139397261565,1
5, Graduate, Yes,14.151983508870947,15.424948670398354,2,6.144185634125646,16.056220353623207,1
1, Not Graduate, Yes,14.346139397261565,15.319588176962746,20,6.175867270105761,15.90737474309945,0
4, Graduate, No,15.943742382861155,16.96824662306297,12,5.860786223465865,17.9426449591384,0
1, Graduate, Yes,14.557448378884015,15.274125813221904,20,6.799055862058796,16.316946591670696,1
3, Not Graduate, No,15.671808704579888,16.48273883399067,10,6.304448802421981,17.66352825473847,0
0, Not Graduate, No,13.910821646859095,15.274125813221904,18,6.720220155135295,15.483217567201578,1
4, Graduate, Yes,14.508658238524095,15.717618233614914,12,6.452048954437226,15.856731016694035,1
5, Graduate, Yes,15.096444681204078,15.955576839107596,20,6.38856140554563,16.937875526504495,1
1, Not Graduate, No,13.122365377402328,14.346139397261565,2,6.523562306149512,15.096444681204078,1
0, Graduate, No,16.04552506565036,17.11872756803093,8,6.4457198193855785,17.741436488285277,1
2, Not Graduate, No,15.86963441986494,16.780783675579947,16,6.309918278226516,17.95705673756892,0
3, Not Graduate, Yes,16.066802461833923,17.05418904934434,12,6.782192056006791,18.086605645897354,1
3, Graduate, No,15.86963441986494,16.624913313567735,20,6.799055862058796,17.896432116746126,1
0, Graduate, Yes,15.573368647930426,16.46168542627038,16,6.3473892096560105,17.296750678069195,1
1, Graduate, Yes,14.151983508870947,15.250595321348806,4,6.782192056006791,16.15731646026544,1
5, Not Graduate, No,14.946912992035967,16.195056784687036,10,6.525029657843462,16.5691713340128,1
1, Graduate, Yes,16.08763654656639,17.350655941290686,20,6.6293632534374485,18.134331130049944,1
2, Not Graduate, No,15.623799493077952,16.54336345172214,2,6.684611727667927,17.390661274761072,1
5, Graduate, No,16.108045416114916,17.390661274761072,10,5.973809611869261,17.98062420660253,0
2, Not Graduate, Yes,15.732433317205148,16.5563506464056,12,5.82600010738045,17.538791462950133,0
4, Not Graduate, No,16.08763654656639,17.081270006899263,4,6.251903883165888,17.95387202155211,0
2, Graduate, Yes,15.341567078850604,16.349207451286784,2,5.87493073085203,17.356469910987094,0
1, Not Graduate, Yes,15.363073279446223,16.52356082573315,20,6.728628613084702,16.733281344102608,1
3, Not Graduate, No,15.319588176962746,16.275099485238066,18,6.654152520183219,17.172407715573055,1
1, Graduate, No,15.816990693309524,16.5563506464056,2,6.542471960506805,17.66352825473847,1
5, Graduate, Yes,14.346139397261565,15.687312888712007,14,6.376726947898627,16.118095750958314,1
2, Graduate, No,15.573368647930426,16.40327466837995,4,6.778784897685177,17.423722136111028,1
1, Graduate, No,14.978661680269907,15.990262393084793,4,6.0063531596017325,16.68907525404123,0
2, Graduate, No,14.978661680269907,15.656060350091908,10,5.8289456176102075,16.536806051605975,0
1, Graduate, Yes,15.775605482856605,16.775615705688583,16,6.6052979209482015,17.373711716926124,1
1, Not Graduate, Yes,15.176487367510099,15.978833698567334,8,6.706862336602747,16.600521861931007,1
1, Not Graduate, Yes,15.573368647930426,16.447399470043365,6,5.846438775057725,17.496861770846337,0
4, Graduate, No,14.151983508870947,14.946912992035967,14,6.3561076606958915,16.249124001084017,1
4, Graduate, Yes,14.45736497045232,15.732433317205148,6,6.327936783729195,16.395727463314174,1
0, Not Graduate, No,15.607270193858982,16.906553056777135,12,6.717804695023691,17.01418371633128,1
5, Graduate, Yes,15.775605482856605,16.796129244469636,4,6.590301048196686,17.72753358339242,1
2, Graduate, No,15.64006001130563,16.642824239064897,12,6.626717749249025,17.206657637442962,1
1, Not Graduate, No,14.88022163978423,16.001561947061912,6,6.261491684321042,16.705882371415992,0
3, Not Graduate, Yes,12.611541086966115,13.304686600863562,10,6.246106765481563,14.346139397261565,0
5, Not Graduate, Yes,15.919644834185693,16.855259764781927,14,6.588926477533519,17.73946215402054,1
0, Graduate, No,15.990262393084793,17.308983246130737,18,6.3578422665081,17.690869599767716,1
5, Graduate, Yes,15.38412668421143,16.60667572712668,4,6.261491684321042,16.98938905874274,1
2, Not Graduate, Yes,15.068273812173887,16.300417291085605,14,6.1675164908883415,16.959662879739987,0
2, Not Graduate, No,15.123843647884687,16.46168542627038,6,6.452048954437226,16.5691713340128,1
5, Graduate, Yes,13.122365377402328,14.151983508870947,4,6.156978985585555,14.603968372873895,0
0, Graduate, Yes,15.483217567201578,16.821193211876384,2,6.759255270663693,16.993564429978885,1
0, Graduate, No,15.882373444019521,17.168917310755116,18,6.295266001439646,17.3210679849807,0
1, Not Graduate, No,15.775605482856605,16.97251102166758,12,6.645090969505644,17.690869599767716,1
5, Not Graduate, No,16.012735246411598,16.98938905874274,12,6.490723534502507,17.697074376526267,1
3, Graduate, Yes,15.943742382861155,16.791040175221152,2,6.60934924316738,17.7011896085867,1
3, Not Graduate, Yes,15.201805169084134,16.15731646026544,14,6.413458957167357,17.04631499322344,1
0, Not Graduate, Yes,15.607270193858982,16.937875526504495,10,6.175867270105761,17.356469910987094,0
5, Not Graduate, No,15.843658936835498,16.677711496036597,6,6.236369590203704,17.455724866343648,0
5, Graduate, No,14.648420115681892,15.404745967162468,4,6.272877006546167,16.87421767762801,0
5, Not Graduate, Yes,15.341567078850604,16.489659276356317,14,6.331501849893691,17.01418371633128,1
2, Graduate, No,15.444751293772967,16.61887099947687,12,6.740519359606223,17.458346099754813,1
1, Graduate, No,15.967272877502799,17.10017416082366,10,6.601230118728877,17.782021767615884,1
2, Not Graduate, No,16.077273760604726,17.069753565279804,18,6.473890696352274,18.046714317438457,1
4, Graduate, No,16.077273760604726,17.05418904934434,20,6.300785794663244,17.733515654950683,0
1, Not Graduate, Yes,13.45883704259595,14.80876270134486,20,6.507277712385012,15.250595321348806,1
5, Graduate, Yes,15.978833698567334,17.151280169891162,10,6.493753839851686,17.947471999809046,1
5, Graduate, Yes,14.690979711984754,15.919644834185693,10,6.565264970035361,16.67198082165602,1
5, Not Graduate, No,14.45736497045232,15.830413711839864,20,6.573680166960646,16.660419999923214,1
2, Graduate, Yes,15.775605482856605,16.749367480991666,12,6.732210706467206,17.140546614632086,1
0, Graduate, No,14.508658238524095,15.64006001130563,14,6.419994928147142,15.967272877502799,1
3, Not Graduate, No,16.001561947061912,17.376556668977415,10,6.796823718274855,17.913182926890347,1
4, Graduate, Yes,15.363073279446223,16.300417291085605,2,6.0330862217988015,17.335971390039045,0
4, Graduate, Yes,15.53827733427679,16.46168542627038,14,6.546785410760524,17.541204009297314,1
0, Graduate, Yes,16.012735246411598,17.140546614632086,8,6.569481420414296,17.44781968704484,1
0, Not Graduate, No,16.02378508137718,16.722411672456456,14,6.129050210060545,17.89980480116789,0
4, Graduate, No,16.108045416114916,17.1618997383427,10,6.638567789166521,18.17221939747438,1
4, Not Graduate, No,14.557448378884015,15.856731016694035,4,6.643789733147672,16.22245575637265,1
2, Graduate, No,12.611541086966115,13.710151153416941,8,6.601230118728877,14.403297778421795,1
3, Not Graduate, No,15.978833698567334,17.022313842084035,8,5.91350300563827,17.52173867498285,0
5, Graduate, Yes,15.687312888712007,16.997722439954657,6,6.091309882077698,17.60423536967236,0
0, Graduate, No,14.88022163978423,16.097893045681612,16,5.981414211254481,16.845644306544774,0
1, Not Graduate, No,14.603968372873895,15.76142084987672,18,6.035481432524756,16.475770165160203,0
2, Not Graduate, Yes,15.38412668421143,16.61887099947687,10,5.860786223465865,16.942271137784317,0
5, Not Graduate, Yes,15.501909696719672,16.749367480991666,20,5.7899601708972535,17.44781968704484,0
0, Not Graduate, No,15.46416937585933,16.72786127692704,14,6.398594934535208,17.429127554531842,1
2, Not Graduate, Yes,15.009433329466965,16.077273760604726,18,6.799055862058796,17.140546614632086,1
4, Not Graduate, Yes,15.250595321348806,16.02378508137718,2,6.803505257608338,17.175885979828397,1
3, Graduate, Yes,14.946912992035967,16.231424425551033,14,6.650279048587422,16.791040175221152,1
0, Not Graduate, Yes,15.76142084987672,17.018257041552996,6,6.297109319933935,17.458346099754813,0
4, Graduate, No,12.611541086966115,13.910821646859095,4,5.886104031450156,14.077875591662238,1
2, Graduate, Yes,15.250595321348806,16.575520561288332,6,6.566672429803241,17.3180604640072,1
2, Not Graduate, No,15.29711532616119,16.468752592994022,18,6.684611727667927,17.122397296785223,1
1, Graduate, Yes,16.08763654656639,17.39624788131366,2,6.579251212010101,17.8845373292961,1
0, Graduate, No,15.363073279446223,16.733281344102608,4,6.248042874508429,17.069753565279804,1
4, Graduate, Yes,15.882373444019521,16.88356353960952,16,6.210600077024653,17.458346099754813,0
3, Graduate, Yes,16.066802461833923,17.296750678069195,14,6.366470447731438,17.872499350943645,1
5, Not Graduate, No,16.108045416114916,17.393458479303888,20,6.154858094016418,18.218564572070132,0
3, Graduate, No,15.274125813221904,16.60667572712668,10,5.905361848054571,17.262318482725615,0
1, Not Graduate, Yes,14.220976332738882,15.59046307836746,16,5.993961427306569,16.372737946851277,0
5, Graduate, No,16.001561947061912,17.385043282614657,16,6.175867270105761,17.886245271612086,0
5, Not Graduate, No,15.76142084987672,16.897420573630875,4,6.448889394146858,17.499377495380294,1
3, Graduate, No,15.843658936835498,17.172407715573055,18,6.661854740545311,18.08240689940977,1
4, Graduate, Yes,14.88022163978423,16.231424425551033,2,6.306275286948016,17.050259771358842,1
3, Not Graduate, No,15.29711532616119,16.166885910365842,18,6.519147287940395,16.770420889081343,1
3, Graduate, No,15.363073279446223,16.097893045681612,14,6.09807428216624,17.147715103853763,0
3, Not Graduate, No,15.520258832020865,16.68340951682656,8,6.78332520060396,17.426428497635523,1
3, Not Graduate, Yes,13.815511557963774,15.123843647884687,8,6.587550014824796,16.077273760604726,1
1, Graduate, No,15.59046307836746,16.380459992348886,2,5.958424693029782,17.429127554531842,0
5, Graduate, Yes,14.285514812209815,15.226497775576945,2,6.618738983517219,15.843658936835498,1
1, Not Graduate, Yes,15.483217567201578,16.75467253293992,16,5.8916442118257715,16.937875526504495,0
0, Graduate, No,15.53827733427679,16.410765339548004,2,6.133398042996649,17.088874605995333,0
0, Not Graduate, No,15.250595321348806,16.51013780630191,20,6.236369590203704,17.196505266322514,0
5, Not Graduate, Yes,16.097893045681612,17.140546614632086,6,6.71901315438526,17.9031661488141,1
3, Not Graduate, Yes,15.039286283703994,16.395727463314174,8,6.664409020350408,17.022313842084035,1
0, Not Graduate, No,14.603968372873895,15.967272877502799,4,6.335054251498059,16.02378508137718,1
2, Not Graduate, Yes,14.978661680269907,16.08763654656639,6,6.6039438246004725,16.955343218782065,1
1, Graduate, No,15.671808704579888,16.642824239064897,2,6.556778356158042,17.423722136111028,1
5, Graduate, Yes,15.843658936835498,16.811242881518265,10,6.259581464064923,17.678343340210052,0
4, Graduate, No,15.59046307836746,16.48273883399067,6,6.61472560020376,17.50188690692275,1
1, Not Graduate, Yes,16.02378508137718,17.308983246130737,2,6.576469569048224,17.33300842499618,1
5, Graduate, Yes,15.671808704579888,16.811242881518265,12,6.38856140554563,17.001863232449228,1
1, Not Graduate, Yes,14.077875591662238,14.88022163978423,6,6.175867270105761,15.830413711839864,0
3, Not Graduate, No,15.816990693309524,16.96824662306297,16,6.55250788703459,17.76482936740394,1
3, Not Graduate, Yes,15.607270193858982,16.588099342704055,12,6.408528791059498,17.536373082144337,1
4, Graduate, Yes,15.747032114495013,16.821193211876384,18,6.0844994130751715,17.692942139326735,0
2, Graduate, No,15.732433317205148,16.86951178681205,16,6.0867747269123065,17.7011896085867,0
3, Graduate, Yes,15.623799493077952,17.001863232449228,12,6.511745329644728,17.50188690692275,1
